Identificador URL;Nome;Categorias;Nome da variação 1;Valor da variação 1;Nome da variação 2;Valor da variação 2;Nome da variação 3;Valor da variação 3;Preço;Preço promocional;Peso (kg);Altura (cm);Largura (cm);Comprimento (cm);Estoque;SKU;Código de barras;Exibir na loja;Frete gratis;Descrição;Tags;Título para SEO;Descrição para SEO;Marca;Produto Físico;MPN (Cód. Exclusivo Modelo Fabricante);Sexo;Faixa etária;Custo
decante-kilian-angels-share;Decante Angels' Share - Kilian;Decantes > Kilian;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-KILI-ANGELSSHARE-2ML;;SIM;NÃO;"<p><strong>ANGELS' SHARE</strong> de <strong>KILIAN</strong> é um perfume <em>Oriental Baunilha Compartilhável (Unissex)</em> lançado em <strong>2020</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Benoist Lapouza</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Conhaque</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Canela</em>, <em>Fava Tonka</em> e <em>Carvalho</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Baunilha</em>, <em>Pralinê</em> e <em>Sândalo</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Kilian, Angels' Share, importado, perfume;Decante Angels' Share - Kilian | Original Montalk;Compre decante original de Angels' Share - Kilian fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Kilian;SIM;;;;
decante-kilian-angels-share;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-KILI-ANGELSSHARE-5ML;;;NÃO;;;;;;SIM;;;;
decante-kilian-angels-share;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-KILI-ANGELSSHARE-10ML;;;NÃO;;;;;;SIM;;;;
decante-kilian-love-dont-be-shy;Decante Love, Don't Be Shy - Kilian;Decantes > Kilian;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-KILI-LOVEDONTBESH-2ML;;SIM;NÃO;"<p><strong>LOVE, DON'T BE SHY</strong> de <strong>KILIAN</strong> é um perfume <em>Oriental Floral Feminino</em> lançado em <strong>2007</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Calice Becker</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Flor de Laranjeira</em>, <em>Néroli</em> e <em>Bergamota</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Marshmallow</em>, <em>Rosa Turca</em> e <em>Jasmim</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Caramelo</em>, <em>Baunilha</em> e <em>Almíscar</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Kilian, Love, Don't Be Shy, importado, perfume;Decante Love, Don't Be Shy - Kilian | Original Montalk;Compre decante original de Love, Don't Be Shy - Kilian fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Kilian;SIM;;;;
decante-kilian-love-dont-be-shy;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-KILI-LOVEDONTBESH-5ML;;;NÃO;;;;;;SIM;;;;
decante-kilian-love-dont-be-shy;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-KILI-LOVEDONTBESH-10ML;;;NÃO;;;;;;SIM;;;;
decante-maison-crivelli-hibiscus-mahajad;Decante Hibiscus Mahajad - Maison Crivelli;Decantes > Maison Crivelli;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-MAIS-HIBISCUSMAHA-2ML;;SIM;NÃO;"<p><strong>HIBISCUS MAHAJAD</strong> de <strong>MAISON CRIVELLI</strong> é um perfume <em>Oriental Floral Compartilhável (Unissex)</em> lançado em <strong>2021</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Quentin Bisch</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Hibisco</em> e <em>Cassis</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Rosa de Damasco</em> e <em>Hortelã</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Baunilha</em>, <em>Couro</em> e <em>Ambreta</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Maison Crivelli, Hibiscus Mahajad, importado, perfume;Decante Hibiscus Mahajad - Maison Crivelli | Original Montalk;Compre decante original de Hibiscus Mahajad - Maison Crivelli fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Maison Crivelli;SIM;;;;
decante-maison-crivelli-hibiscus-mahajad;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-MAIS-HIBISCUSMAHA-5ML;;;NÃO;;;;;;SIM;;;;
decante-maison-crivelli-hibiscus-mahajad;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-MAIS-HIBISCUSMAHA-10ML;;;NÃO;;;;;;SIM;;;;
decante-maison-francis-kurkdjian-baccarat-rouge-540-edp;Decante Baccarat Rouge 540 EDP - Maison Francis Kurkdjian;Decantes > Maison Francis Kurkdjian;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-MAIS-BACCARATROUG-2ML;;SIM;NÃO;"<p><strong>BACCARAT ROUGE 540 EDP</strong> de <strong>MAISON FRANCIS KURKDJIAN</strong> é um perfume <em>Oriental Floral Compartilhável (Unissex)</em> lançado em <strong>2015</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Francis Kurkdjian</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Açafrão</em> e <em>Jasmim</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Madeira de Âmbar</em> e <em>Ambergris</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Resina de Abeto</em> e <em>Cedro</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Maison Francis Kurkdjian, Baccarat Rouge 540 EDP, importado, perfume;Decante Baccarat Rouge 540 EDP - Maison Francis Kurkdjian | Original Montalk;Compre decante original de Baccarat Rouge 540 EDP - Maison Francis Kurkdjian fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Maison Francis Kurkdjian;SIM;;;;
decante-maison-francis-kurkdjian-baccarat-rouge-540-edp;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-MAIS-BACCARATROUG-5ML;;;NÃO;;;;;;SIM;;;;
decante-maison-francis-kurkdjian-baccarat-rouge-540-edp;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-MAIS-BACCARATROUG-10ML;;;NÃO;;;;;;SIM;;;;
decante-maison-francis-kurkdjian-gentle-fluidity-silver;Decante Gentle Fluidity Silver - Maison Francis Kurkdjian;Decantes > Maison Francis Kurkdjian;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-MAIS-GENTLEFLUIDI-2ML;;SIM;NÃO;"<p><strong>GENTLE FLUIDITY SILVER</strong> de <strong>MAISON FRANCIS KURKDJIAN</strong> é um perfume <em>Aromático Amadeirado Compartilhável (Unissex)</em> lançado em <strong>2019</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Francis Kurkdjian</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Bagas de Zimbro</em> e <em>Cilantro</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Nez-de-Musc</em> e <em>Raiz de Íris</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Notas Amadeiradas</em> e <em>Âmbar</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Maison Francis Kurkdjian, Gentle Fluidity Silver, importado, perfume;Decante Gentle Fluidity Silver - Maison Francis Kurkdjian | Original Montalk;Compre decante original de Gentle Fluidity Silver - Maison Francis Kurkdjian fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Maison Francis Kurkdjian;SIM;;;;
decante-maison-francis-kurkdjian-gentle-fluidity-silver;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-MAIS-GENTLEFLUIDI-5ML;;;NÃO;;;;;;SIM;;;;
decante-maison-francis-kurkdjian-gentle-fluidity-silver;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-MAIS-GENTLEFLUIDI-10ML;;;NÃO;;;;;;SIM;;;;
decante-maison-francis-kurkdjian-grand-soir;Decante Grand Soir - Maison Francis Kurkdjian;Decantes > Maison Francis Kurkdjian;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-MAIS-GRANDSOIR-2ML;;SIM;NÃO;"<p><strong>GRAND SOIR</strong> de <strong>MAISON FRANCIS KURKDJIAN</strong> é um perfume <em>Oriental Ambarado Compartilhável (Unissex)</em> lançado em <strong>2016</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Francis Kurkdjian</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Labdanum Espanhol</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Benzoin do Sião</em> e <em>Fava Tonka</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Âmbar</em> e <em>Baunilha</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Maison Francis Kurkdjian, Grand Soir, importado, perfume;Decante Grand Soir - Maison Francis Kurkdjian | Original Montalk;Compre decante original de Grand Soir - Maison Francis Kurkdjian fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Maison Francis Kurkdjian;SIM;;;;
decante-maison-francis-kurkdjian-grand-soir;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-MAIS-GRANDSOIR-5ML;;;NÃO;;;;;;SIM;;;;
decante-maison-francis-kurkdjian-grand-soir;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-MAIS-GRANDSOIR-10ML;;;NÃO;;;;;;SIM;;;;
decante-maison-francis-kurkdjian-oud-satin-mood;Decante Oud Satin Mood - Maison Francis Kurkdjian;Decantes > Maison Francis Kurkdjian;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-MAIS-OUDSATINMOOD-2ML;;SIM;NÃO;"<p><strong>OUD SATIN MOOD</strong> de <strong>MAISON FRANCIS KURKDJIAN</strong> é um perfume <em>Oriental Amadeirado Compartilhável (Unissex)</em> lançado em <strong>2015</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Francis Kurkdjian</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Rosa Búlgara</em> e <em>Violeta</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Rosa de Damasco</em> e <em>Oud da Turquia</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Baunilha</em>, <em>Benzoin</em> e <em>Âmbar</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Maison Francis Kurkdjian, Oud Satin Mood, importado, perfume;Decante Oud Satin Mood - Maison Francis Kurkdjian | Original Montalk;Compre decante original de Oud Satin Mood - Maison Francis Kurkdjian fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Maison Francis Kurkdjian;SIM;;;;
decante-maison-francis-kurkdjian-oud-satin-mood;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-MAIS-OUDSATINMOOD-5ML;;;NÃO;;;;;;SIM;;;;
decante-maison-francis-kurkdjian-oud-satin-mood;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-MAIS-OUDSATINMOOD-10ML;;;NÃO;;;;;;SIM;;;;
decante-nishane-ani;Decante Ani - Nishane;Decantes > Nishane;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-NISH-ANI-2ML;;SIM;NÃO;"<p><strong>ANI</strong> de <strong>NISHANE</strong> é um perfume <em>Oriental Amadeirado Compartilhável (Unissex)</em> lançado em <strong>2019</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Cecile Zarokian</strong>.</p><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Gengibre</em>, <em>Bergamota</em> e <em>Pimenta Rosa</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Groselha Preta</em>, <em>Cardamomo</em> e <em>Rosa</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Baunilha</em>, <em>Sândalo</em>, <em>Âmbargris</em> e <em>Cedro</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Nishane, Ani, importado, perfume;Decante Ani - Nishane | Original Montalk;Compre decante original de Ani - Nishane fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Nishane;SIM;;;;
